Z,A,symbol,rms_fm,sigma_rms_fm,radius_fm,fermi_t_fm,most_abundant,iaea_rms_fm,source
73,181,Ta,5.3507,0.0034,6.907723996850675,2.3,181,5.3507,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
74,180,W,5.3491,0.0022,6.905658405732698,2.3,184,5.3491,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
74,182,W,5.3559,0.0017,6.914437167984102,2.3,184,5.3559,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
74,183,W,5.3611,0.0020,6.921150339117528,2.3,184,5.3611,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
74,184,W,5.3658,0.0023,6.927218013026586,2.3,184,5.3658,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
74,186,W,5.3743,0.0026,6.9381914658408395,2.3,184,5.3743,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
75,185,Re,5.3596,0.0172,6.919213847444424,2.3,187,5.3596,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
75,187,Re,5.3698,0.0173,6.932381990821528,2.3,187,5.3698,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,184,Os,5.3823,0.0022,6.948519421430726,2.3,192,5.3823,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,186,Os,5.3909,0.0017,6.959621973689854,2.3,192,5.3909,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,187,Os,5.3933,0.0018,6.96272036036682,2.3,192,5.3933,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,188,Os,5.3993,0.0011,6.970466327059236,2.3,192,5.3993,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,189,Os,5.4016,0.0012,6.973435614291327,2.3,192,5.4016,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,190,Os,5.4062,0.0013,6.9793741887555125,2.3,192,5.4062,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
76,192,Os,5.4126,0.0015,6.987636553227421,2.3,192,5.4126,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,182,Ir,5.3705,0.1061,6.933285686935644,2.3,193,5.3705,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,183,Ir,5.378,0.1061,6.942968145301163,2.3,193,5.3780,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,184,Ir,5.3805,0.1061,6.946195631423001,2.3,193,5.3805,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,185,Ir,5.3854,0.1061,6.952521504221807,2.3,193,5.3854,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,186,Ir,5.39,0.1061,6.958460078685992,2.3,193,5.3900,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,187,Ir,5.3812,0.1061,6.947099327537117,2.3,193,5.3812,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,188,Ir,5.3838,0.1061,6.95045591310383,2.3,193,5.3838,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,189,Ir,5.3898,0.1061,6.9582018797962455,2.3,193,5.3898,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,191,Ir,5.3968,0.1061,6.967238840937395,2.3,193,5.3968,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
77,193,Ir,5.4032,0.1061,6.975501205409305,2.3,193,5.4032,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,178,Pt,5.3728,0.0066,6.936254974167736,2.3,195,5.3728,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,179,Pt,5.3915,0.0050,6.960396570359095,2.3,195,5.3915,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,180,Pt,5.3891,0.0049,6.95729818368213,2.3,195,5.3891,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,181,Pt,5.3996,0.0041,6.970853625393857,2.3,195,5.3996,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,182,Pt,5.3969,0.0041,6.967367940382268,2.3,195,5.3969,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,183,Pt,5.4038,0.0036,6.976275802078547,2.3,195,5.4038,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,184,Pt,5.4015,0.0036,6.973306514846454,2.3,195,5.4015,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,185,Pt,5.4148,0.0028,6.99047674101464,2.3,195,5.4148,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,186,Pt,5.4037,0.0036,6.976146702633672,2.3,195,5.4037,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,187,Pt,5.4063,0.0037,6.979503288200386,2.3,195,5.4063,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,188,Pt,5.4053,0.0034,6.978212293751651,2.3,195,5.4053,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,189,Pt,5.406,0.0035,6.979115989865765,2.3,195,5.4060,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,190,Pt,5.4108,0.0030,6.985312763219697,2.3,195,5.4108,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,191,Pt,5.4102,0.0031,6.984538166550455,2.3,195,5.4102,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,192,Pt,5.4169,0.0028,6.993187829356986,2.3,195,5.4169,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,193,Pt,5.4191,0.0027,6.996028017144204,2.3,195,5.4191,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,194,Pt,5.4236,0.0025,7.001837492163515,2.3,195,5.4236,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,195,Pt,5.427,0.0026,7.006226873289217,2.3,195,5.4270,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,196,Pt,5.4307,0.0027,7.011003552749539,2.3,195,5.4307,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
78,198,Pt,5.4383,0.0032,7.020815110559932,2.3,195,5.4383,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,183,Au,5.4247,0.0043,7.003257586057124,2.3,197,5.4247,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,184,Au,5.4306,0.0041,7.010874453304666,2.3,197,5.4306,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,185,Au,5.4296,0.0041,7.009583458855929,2.3,197,5.4296,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,186,Au,5.4354,0.0039,7.017071226658597,2.3,197,5.4354,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,187,Au,5.4018,0.0058,6.973693813181074,2.3,197,5.4018,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,188,Au,5.4049,0.0055,6.977695895972155,2.3,197,5.4049,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,189,Au,5.4084,0.0052,6.982214376542731,2.3,197,5.4084,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,190,Au,5.4109,0.0049,6.985441862664571,2.3,197,5.4109,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,191,Au,5.4147,0.0046,6.990347641569766,2.3,197,5.4147,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,192,Au,5.4179,0.0044,6.994478823805721,2.3,197,5.4179,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,193,Au,5.4221,0.0042,6.999901000490412,2.3,197,5.4221,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,194,Au,5.4252,0.0040,7.003903083281493,2.3,197,5.4252,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,195,Au,5.4298,0.0040,7.009841657745677,2.3,197,5.4298,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,196,Au,5.4332,0.0039,7.0142310388713796,2.3,197,5.4332,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,197,Au,5.4371,0.0038,7.019265917221449,2.3,197,5.4371,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,198,Au,5.44,0.0038,7.023009801122783,2.3,197,5.4400,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
79,199,Au,5.4454,0.0039,7.029981171145956,2.3,197,5.4454,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,181,Hg,5.4364,0.0032,7.018362221107333,2.3,202,5.4364,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,182,Hg,5.3833,0.0052,6.949810415879463,2.3,202,5.3833,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,183,Hg,5.4405,0.0031,7.02365529834715,2.3,202,5.4405,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,184,Hg,5.3949,0.0047,6.964785951484798,2.3,202,5.3949,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,185,Hg,5.4397,0.0031,7.022622502788162,2.3,202,5.4397,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,186,Hg,5.4017,0.0043,6.973564713736201,2.3,202,5.4017,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,187,Hg,5.4046,0.0042,6.977308597637536,2.3,202,5.4046,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,188,Hg,5.4085,0.0040,6.982343475987605,2.3,202,5.4085,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,189,Hg,5.41,0.0040,6.984279967660709,2.3,202,5.4100,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,190,Hg,5.4158,0.0037,6.991767735463376,2.3,202,5.4158,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,191,Hg,5.4171,0.0037,6.993446028246732,2.3,202,5.4171,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,192,Hg,5.4232,0.0035,7.0013210943840205,2.3,202,5.4232,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,193,Hg,5.4238,0.0035,7.002095691053262,2.3,202,5.4238,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,194,Hg,5.4309,0.0033,7.011261751639287,2.3,202,5.4309,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,195,Hg,5.4345,0.0032,7.015909331654735,2.3,202,5.4345,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,196,Hg,5.4385,0.0031,7.0210733094496796,2.3,202,5.4385,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,197,Hg,5.4412,0.0031,7.024558994461266,2.3,202,5.4412,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,198,Hg,5.4463,0.0031,7.031143066149818,2.3,202,5.4463,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,199,Hg,5.4474,0.0031,7.032563160043427,2.3,202,5.4474,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,200,Hg,5.4551,0.0031,7.042503817298693,2.3,202,5.4551,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,201,Hg,5.4581,0.0032,7.0463768006449,2.3,202,5.4581,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,202,Hg,5.4648,0.0033,7.055026463451431,2.3,202,5.4648,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,203,Hg,5.4679,0.0035,7.059028546242511,2.3,202,5.4679,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,204,Hg,5.4744,0.0036,7.067420010159294,2.3,202,5.4744,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,205,Hg,5.4776,0.0038,7.0715511923952485,2.3,202,5.4776,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
80,206,Hg,5.4837,0.0040,7.0794262585325365,2.3,202,5.4837,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,188,Tl,5.4017,0.0072,6.973564713736201,2.3,205,5.4017,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,190,Tl,5.4121,0.0056,6.9869910560030535,2.3,205,5.4121,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,191,Tl,5.4169,0.0048,6.993187829356986,2.3,205,5.4169,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,192,Tl,5.4191,0.0051,6.996028017144204,2.3,205,5.4191,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,193,Tl,5.4243,0.0042,7.00274118827763,2.3,205,5.4243,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,194,Tl,5.4259,0.0046,7.004806779395608,2.3,205,5.4259,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,195,Tl,5.4325,0.0039,7.013327342757264,2.3,205,5.4325,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,196,Tl,5.4327,0.0042,7.013585541647011,2.3,205,5.4327,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,197,Tl,5.4388,0.0036,7.021460607784299,2.3,205,5.4388,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,198,Tl,5.4396,0.0036,7.022493403343288,2.3,205,5.4396,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,199,Tl,5.4479,0.0031,7.033208657267795,2.3,205,5.4479,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,200,Tl,5.4491,0.0031,7.034757850606278,2.3,205,5.4491,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,201,Tl,5.4573,0.0029,7.045344005085912,2.3,205,5.4573,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,202,Tl,5.4595,0.0027,7.048184192873131,2.3,205,5.4595,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,203,Tl,5.4666,0.0027,7.057350253459155,2.3,205,5.4666,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,204,Tl,5.4704,0.0028,7.062256032364351,2.3,205,5.4704,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,205,Tl,5.4759,0.0026,7.069356501832398,2.3,205,5.4759,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,207,Tl,5.4853,0.0027,7.081491849650514,2.3,205,5.4853,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
81,208,Tl,5.4946,0.0028,7.093498098023757,2.3,205,5.4946,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,182,Pb,5.3788,0.0035,6.9440009408601515,2.3,208,5.3788,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,183,Pb,5.3869,0.0030,6.954457995894911,2.3,208,5.3869,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,184,Pb,5.393,0.0029,6.962333062032199,2.3,208,5.3930,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,185,Pb,5.3984,0.0028,6.969304432055372,2.3,208,5.3984,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,186,Pb,5.4027,0.0027,6.974855708184937,2.3,208,5.4027,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,187,Pb,5.4079,0.0026,6.981568879318362,2.3,208,5.4079,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
