Z,A,n,state,full_binding_eV,ideal_binding_eV
70,159,7,Q12,-281947,-281748
70,159,7,Q13,-281695,-281497
70,159,8,R14,-215674,-215580
70,159,8,R15,-215547,-215454
70,160,6,P10,-384327,-383895
70,160,6,P11,-383765,-383336
70,160,7,Q12,-281948,-281749
70,160,7,Q13,-281697,-281498
70,160,8,R14,-215675,-215581
70,160,8,R15,-215548,-215455
70,161,6,P10,-384329,-383896
70,161,6,P11,-383766,-383337
70,161,7,Q12,-281950,-281751
70,161,7,Q13,-281698,-281500
70,161,8,R14,-215675,-215582
70,161,8,R15,-215549,-215456
70,162,6,P10,-384330,-383898
70,162,6,P11,-383768,-383339
70,162,7,Q12,-281951,-281752
70,162,7,Q13,-281699,-281501
70,162,8,R14,-215676,-215583
70,162,8,R15,-215550,-215457
70,163,6,P10,-384332,-383900
70,163,6,P11,-383770,-383341
70,163,7,Q12,-281952,-281753
70,163,7,Q13,-281700,-281502
70,163,8,R14,-215677,-215583
70,163,8,R15,-215551,-215458
70,164,6,P10,-384334,-383901
70,164,6,P11,-383771,-383342
70,164,7,Q12,-281953,-281754
70,164,7,Q13,-281702,-281503
70,164,8,R14,-215678,-215584
70,164,8,R15,-215552,-215458
70,165,6,P10,-384335,-383903
70,165,6,P11,-383773,-383344
70,165,7,Q12,-281955,-281755
70,165,7,Q13,-281703,-281504
70,165,8,R14,-215679,-215585
70,165,8,R15,-215553,-215459
70,166,6,P10,-384337,-383905
70,166,6,P11,-383775,-383346
70,166,7,Q12,-281956,-281757
70,166,7,Q13,-281704,-281506
70,166,8,R14,-215680,-215586
70,166,8,R15,-215554,-215460
70,167,6,P10,-384338,-383906
70,167,6,P11,-383776,-383347
70,167,7,Q12,-281957,-281758
70,167,7,Q13,-281705,-281507
70,167,8,R14,-215681,-215587
70,167,8,R15,-215555,-215461
70,168,6,P10,-384340,-383908
70,168,6,P11,-383778,-383349
70,168,7,Q12,-281958,-281759
70,168,7,Q13,-281706,-281508
70,168,8,R14,-215682,-215588
70,168,8,R15,-215556,-215462
70,169,6,P10,-384341,-383909
70,169,6,P11,-383779,-383350
70,169,7,Q12,-281959,-281760
70,169,7,Q13,-281707,-281509
70,169,8,R14,-215683,-215589
70,169,8,R15,-215556,-215463
70,170,6,P10,-384343,-383911
70,170,6,P11,-383781,-383352
70,170,7,Q12,-281960,-281761
70,170,7,Q13,-281708,-281510
70,170,8,R14,-215684,-215590
70,170,8,R15,-215557,-215464
70,171,6,P10,-384345,-383912
70,171,6,P11,-383782,-383353
70,171,7,Q12,-281961,-281762
70,171,7,Q13,-281710,-281511
70,171,8,R14,-215684,-215590
70,171,8,R15,-215558,-215465
70,172,6,P10,-384346,-383914
70,172,6,P11,-383784,-383355
70,172,7,Q12,-281962,-281763
70,172,7,Q13,-281711,-281512
70,172,8,R14,-215685,-215591
70,172,8,R15,-215559,-215465
70,173,6,P10,-384347,-383915
70,173,6,P11,-383785,-383356
70,173,7,Q12,-281964,-281764
70,173,7,Q13,-281712,-281513
70,173,8,R14,-215686,-215592
70,173,8,R15,-215560,-215466
70,174,6,P10,-384349,-383917
70,174,6,P11,-383787,-383358
70,174,7,Q12,-281965,-281765
70,174,7,Q13,-281713,-281515
70,174,8,R14,-215687,-215593
70,174,8,R15,-215561,-215467
70,175,6,P10,-384350,-383918
70,175,6,P11,-383788,-383359
70,175,7,Q12,-281966,-281766
70,175,7,Q13,-281714,-281516
70,175,8,R14,-215688,-215594
70,175,8,R15,-215561,-215468
70,176,6,P10,-384352,-383920
70,176,6,P11,-383790,-383360
70,176,7,Q12,-281967,-281767
70,176,7,Q13,-281715,-281517
70,176,8,R14,-215688,-215595
70,176,8,R15,-215562,-215469
71,161,6,P10,-395434,-394981
71,161,6,P11,-394839,-394389
71,161,7,Q12,-290086,-289877
71,161,7,Q13,-289820,-289611
71,161,8,R14,-221895,-221795
71,161,8,R15,-221761,-221662
71,162,6,P10,-395435,-394982
71,162,6,P11,-394840,-394391
71,162,7,Q12,-290088,-289878
71,162,7,Q13,-289821,-289612
71,162,8,R14,-221896,-221796
71,162,8,R15,-221762,-221663
71,163,6,P10,-395437,-394984
71,163,6,P11,-394842,-394392
71,163,7,Q12,-290089,-289879
71,163,7,Q13,-289822,-289614
71,163,8,R14,-221897,-221797
71,163,8,R15,-221763,-221664
71,164,6,P10,-395439,-394986
71,164,6,P11,-394844,-394394
71,164,7,Q12,-290090,-289880
71,164,7,Q13,-289823,-289615
71,164,8,R14,-221897,-221798
71,164,8,R15,-221764,-221665
71,165,6,P10,-395440,-394987
71,165,6,P11,-394845,-394396
71,165,7,Q12,-290091,-289882
71,165,7,Q13,-289825,-289616
71,165,8,R14,-221898,-221799
71,165,8,R15,-221765,-221666
71,166,6,P10,-395442,-394989
71,166,6,P11,-394847,-394397
71,166,7,Q12,-290092,-289883
71,166,7,Q13,-289826,-289617
71,166,8,R14,-221899,-221800
71,166,8,R15,-221766,-221667
71,167,6,P10,-395444,-394991
71,167,6,P11,-394849,-394399
71,167,7,Q12,-290094,-289884
71,167,7,Q13,-289827,-289618
71,167,8,R14,-221900,-221801
71,167,8,R15,-221767,-221668
71,168,6,P10,-395445,-394992
71,168,6,P11,-394850,-394400
71,168,7,Q12,-290095,-289885
71,168,7,Q13,-289828,-289620
71,168,8,R14,-221901,-221802
71,168,8,R15,-221768,-221669
71,169,6,P10,-395447,-394994
71,169,6,P11,-394852,-394402
71,169,7,Q12,-290096,-289886
71,169,7,Q13,-289829,-289621
71,169,8,R14,-221902,-221803
71,169,8,R15,-221768,-221669
71,170,6,P10,-395449,-394995
71,170,6,P11,-394853,-394404
71,170,7,Q12,-290097,-289887
71,170,7,Q13,-289831,-289622
71,170,8,R14,-221903,-221804
71,170,8,R15,-221769,-221670
71,171,6,P10,-395450,-394997
71,171,6,P11,-394855,-394405
71,171,7,Q12,-290098,-289889
71,171,7,Q13,-289832,-289623
71,171,8,R14,-221904,-221804
71,171,8,R15,-221770,-221671
71,172,6,P10,-395452,-394998
71,172,6,P11,-394856,-394407
71,172,7,Q12,-290099,-289890
71,172,7,Q13,-289833,-289624
71,172,8,R14,-221905,-221805
71,172,8,R15,-221771,-221672
71,173,6,P10,-395453,-395000
71,173,6,P11,-394858,-394408
71,173,7,Q12,-290101,-289891
71,173,7,Q13,-289834,-289625
71,173,8,R14,-221905,-221806
71,173,8,R15,-221772,-221673
71,174,6,P10,-395455,-395001
71,174,6,P11,-394860,-394410
71,174,7,Q12,-290102,-289892
71,174,7,Q13,-289835,-289626
71,174,8,R14,-221906,-221807
71,174,8,R15,-221773,-221674
71,175,6,P10,-395456,-395003
71,175,6,P11,-394861,-394411
71,175,7,Q12,-290103,-289893
71,175,7,Q13,-289836,-289627
71,175,8,R14,-221907,-221808
71,175,8,R15,-221774,-221675
71,176,6,P10,-395458,-395004
71,176,6,P11,-394862,-394413
71,176,7,Q12,-290104,-289894
71,176,7,Q13,-289837,-289629
71,176,8,R14,-221908,-221809
71,176,8,R15,-221774,-221675
71,177,6,P10,-395459,-395006
71,177,6,P11,-394864,-394414
71,177,7,Q12,-290105,-289895
71,177,7,Q13,-289838,-289630
71,177,8,R14,-221909,-221809
71,177,8,R15,-221775,-221676
71,178,6,P10,-395460,-395007
71,178,6,P11,-394865,-394415
71,178,7,Q12,-290106,-289896
71,178,7,Q13,-289839,-289631
71,178,8,R14,-221910,-221810
71,178,8,R15,-221776,-221677
71,179,6,P10,-395462,-395009
71,179,6,P11,-394867,-394417
71,179,7,Q12,-290107,-289897
71,179,7,Q13,-289840,-289632
71,179,8,R14,-221910,-221811
71,179,8,R15,-221777,-221678
72,170,6,P10,-406714,-406239
72,170,6,P11,-406084,-405613
72,170,7,Q12,-298351,-298130
72,170,7,Q13,-298069,-297849
72,170,8,R14,-228211,-228106
72,170,8,R15,-228070,-227965
72,171,6,P10,-406716,-406241
72,171,6,P11,-406086,-405615
72,171,7,Q12,-298352,-298131
72,171,7,Q13,-298070,-297851
72,171,8,R14,-228212,-228107
72,171,8,R15,-228071,-227966
72,172,6,P10,-406717,-406242
72,172,6,P11,-406088,-405617
72,172,7,Q12,-298353,-298133
72,172,7,Q13,-298071,-297852
72,172,8,R14,-228213,-228108
72,172,8,R15,-228072,-227967
72,173,6,P10,-406719,-406244
72,173,6,P11,-406089,-405618
72,173,7,Q12,-298354,-298134
72,173,7,Q13,-298072,-297853
72,173,8,R14,-228214,-228109
72,173,8,R15,-228072,-227968
72,174,6,P10,-406720,-406246
72,174,6,P11,-406091,-405620
72,174,7,Q12,-298355,-298135
72,174,7,Q13,-298073,-297854
72,174,8,R14,-228215,-228110
72,174,8,R15,-228073,-227969
72,175,6,P10,-406722,-406247
72,175,6,P11,-406092,-405621
72,175,7,Q12,-298356,-298136
72,175,7,Q13,-298074,-297855
72,175,8,R14,-228215,-228111
72,175,8,R15,-228074,-227970
72,176,6,P10,-406723,-406249
72,176,6,P11,-406094,-405623
72,176,7,Q12,-298358,-298137
72,176,7,Q13,-298076,-297856
72,176,8,R14,-228216,-228111
72,176,8,R15,-228075,-227971
72,177,6,P10,-406725,-406250
72,177,6,P11,-406095,-405624
72,177,7,Q12,-298359,-298138
72,177,7,Q13,-298077,-297857
72,177,8,R14,-228217,-228112
72,177,8,R15,-228076,-227971
72,178,6,P10,-406726,-406252
72,178,6,P11,-406097,-405626
72,178,7,Q12,-298360,-298139
72,178,7,Q13,-298078,-297858
72,178,8,R14,-228218,-228113
72,178,8,R15,-228077,-227972
72,179,6,P10,-406728,-406253
72,179,6,P11,-406098,-405627
72,179,7,Q12,-298361,-298140
72,179,7,Q13,-298079,-297859
72,179,8,R14,-228219,-228114
72,179,8,R15,-228078,-227973
72,180,6,P10,-406729,-406254
72,180,6,P11,-406100,-405628
72,180,7,Q12,-298362,-298141
72,180,7,Q13,-298080,-297860
72,180,8,R14,-228220,-228115
72,180,8,R15,-228078,-227974
72,182,6,P10,-406732,-406257
72,182,6,P11,-406102,-405631
72,182,7,Q12,-298364,-298143
72,182,7,Q13,-298082,-297862
72,182,8,R14,-228221,-228116
72,182,8,R15,-228080,-227975
73,181,6,P10,-418157,-417660
73,181,6,P11,-417491,-416998
73,181,7,Q12,-306734,-306502
73,181,7,Q13,-306435,-306205
73,181,8,R14,-234618,-234507
73,181,8,R15,-234469,-234358
74,180,6,P10,-429742,-429222
74,180,6,P11,-429039,-428523
74,180,7,Q12,-315220,-314977
74,180,7,Q13,-314905,-314663
74,180,8,R14,-241104,-240987
74,180,8,R15,-240946,-240830
74,182,6,P10,-429744,-429225
74,182,6,P11,-429042,-428526
74,182,7,Q12,-315222,-314979
74,182,7,Q13,-314907,-314665
74,182,8,R14,-241105,-240989
74,182,8,R15,-240947,-240831
74,183,6,P10,-429746,-429226
74,183,6,P11,-429043,-428527
74,183,7,Q12,-315223,-314980
74,183,7,Q13,-314908,-314666
74,183,8,R14,-241106,-240989
74,183,8,R15,-240948,-240832
74,184,6,P10,-429747,-429228
74,184,6,P11,-429044,-428529
74,184,7,Q12,-315224,-314981
74,184,7,Q13,-314909,-314667
74,184,8,R14,-241107,-240990
74,184,8,R15,-240949,-240833
74,186,6,P10,-429750,-429230
74,186,6,P11,-429047,-428532
74,186,7,Q12,-315226,-314983
74,186,7,Q13,-314911,-314670
74,186,8,R14,-241108,-240992
74,186,8,R15,-240951,-240835
75,185,6,P10,-441496,-440952
75,185,6,P11,-440754,-440215
75,185,7,Q12,-323830,-323575
75,185,7,Q13,-323497,-323244
75,185,8,R14,-247683,-247560
75,185,8,R15,-247517,-247394
75,187,6,P10,-441499,-440955
75,187,6,P11,-440757,-440218
75,187,7,Q12,-323832,-323577
75,187,7,Q13,-323500,-323246
75,187,8,R14,-247685,-247562
75,187,8,R15,-247518,-247396
76,184,6,P10,-453401,-452834
76,184,6,P11,-452619,-452056
76,184,7,Q12,-332550,-332282
76,184,7,Q13,-332199,-331934
76,184,8,R14,-254347,-254218
76,184,8,R15,-254171,-254043
76,186,6,P10,-453404,-452837
76,186,6,P11,-452622,-452059
76,186,7,Q12,-332552,-332285
76,186,7,Q13,-332202,-331936
76,186,8,R14,-254349,-254219
76,186,8,R15,-254173,-254044
76,187,6,P10,-453406,-452838
76,187,6,P11,-452623,-452060
76,187,7,Q12,-332553,-332286
76,187,7,Q13,-332203,-331937
76,187,8,R14,-254349,-254220
76,187,8,R15,-254174,-254045
76,188,6,P10,-453407,-452840
76,188,6,P11,-452625,-452062
76,188,7,Q12,-332554,-332287
76,188,7,Q13,-332204,-331938
76,188,8,R14,-254350,-254221
76,188,8,R15,-254175,-254046
76,189,6,P10,-453409,-452841
76,189,6,P11,-452626,-452063
76,189,7,Q12,-332555,-332288
76,189,7,Q13,-332205,-331939
76,189,8,R14,-254351,-254222
76,189,8,R15,-254176,-254047
76,190,6,P10,-453410,-452843
76,190,6,P11,-452628,-452065
76,190,7,Q12,-332556,-332289
76,190,7,Q13,-332206,-331940
76,190,8,R14,-254352,-254223
76,190,8,R15,-254176,-254048
76,192,6,P10,-453413,-452845
76,192,6,P11,-452630,-452068
76,192,7,Q12,-332558,-332291
76,192,7,Q13,-332208,-331942
76,192,8,R14,-254354,-254224
76,192,8,R15,-254178,-254049
77,182,6,P10,-465466,-464873
77,182,6,P11,-464641,-464054
77,182,7,Q12,-341386,-341106
77,182,7,Q13,-341016,-340738
77,182,8,R14,-261099,-260963
77,182,8,R15,-260914,-260779
77,183,6,P10,-465467,-464875
77,183,6,P11,-464643,-464055
77,183,7,Q12,-341387,-341107
77,183,7,Q13,-341018,-340739
77,183,8,R14,-261100,-260964
77,183,8,R15,-260915,-260780
77,184,6,P10,-465469,-464877
77,184,6,P11,-464644,-464057
77,184,7,Q12,-341388,-341108
77,184,7,Q13,-341019,-340740
77,184,8,R14,-261101,-260965
77,184,8,R15,-260916,-260780
77,185,6,P10,-465471,-464878
77,185,6,P11,-464646,-464058
77,185,7,Q12,-341389,-341109
77,185,7,Q13,-341020,-340741
77,185,8,R14,-261102,-260966
77,185,8,R15,-260916,-260781
77,186,6,P10,-465472,-464880
77,186,6,P11,-464647,-464060
77,186,7,Q12,-341390,-341110
77,186,7,Q13,-341021,-340743
77,186,8,R14,-261102,-260967
77,186,8,R15,-260917,-260782
77,187,6,P10,-465474,-464881
77,187,6,P11,-464649,-464061
77,187,7,Q12,-341391,-341111
77,187,7,Q13,-341022,-340744
77,187,8,R14,-261103,-260967
77,187,8,R15,-260918,-260783
77,188,6,P10,-465475,-464883
77,188,6,P11,-464650,-464063
77,188,7,Q12,-341393,-341113
77,188,7,Q13,-341023,-340745
77,188,8,R14,-261104,-260968
77,188,8,R15,-260919,-260784
77,189,6,P10,-465477,-464884
77,189,6,P11,-464652,-464064
77,189,7,Q12,-341394,-341114
77,189,7,Q13,-341024,-340746
77,189,8,R14,-261105,-260969
77,189,8,R15,-260920,-260785
77,191,6,P10,-465480,-464887
77,191,6,P11,-464655,-464067
77,191,7,Q12,-341396,-341116
77,191,7,Q13,-341026,-340748
77,191,8,R14,-261107,-260971
77,191,8,R15,-260922,-260786
77,193,6,P10,-465482,-464890
77,193,6,P11,-464658,-464070
77,193,7,Q12,-341398,-341118
77,193,7,Q13,-341029,-340750
77,193,8,R14,-261108,-260972
77,193,8,R15,-260923,-260788
78,178,6,P10,-477687,-477070
78,178,6,P11,-476819,-476206
78,178,7,Q12,-350336,-350043
78,178,7,Q13,-349947,-349656
78,178,8,R14,-267938,-267795
78,178,8,R15,-267743,-267601
78,179,6,P10,-477689,-477071
78,179,6,P11,-476820,-476208
78,179,7,Q12,-350337,-350044
78,179,7,Q13,-349948,-349657
78,179,8,R14,-267939,-267796
78,179,8,R15,-267744,-267602
78,180,6,P10,-477691,-477073
78,180,6,P11,-476822,-476209
78,180,7,Q12,-350339,-350045
78,180,7,Q13,-349950,-349658
78,180,8,R14,-267940,-267797
78,180,8,R15,-267745,-267603
78,181,6,P10,-477693,-477075
78,181,6,P11,-476824,-476211
78,181,7,Q12,-350340,-350047
78,181,7,Q13,-349951,-349659
78,181,8,R14,-267941,-267798
78,181,8,R15,-267746,-267604
78,182,6,P10,-477694,-477076
78,182,6,P11,-476825,-476213
78,182,7,Q12,-350341,-350048
78,182,7,Q13,-349952,-349661
78,182,8,R14,-267942,-267799
78,182,8,R15,-267747,-267605
78,183,6,P10,-477696,-477078
78,183,6,P11,-476827,-476214
78,183,7,Q12,-350342,-350049
78,183,7,Q13,-349953,-349662
78,183,8,R14,-267943,-267800
78,183,8,R15,-267748,-267606
78,184,6,P10,-477697,-477079
78,184,6,P11,-476829,-476216
78,184,7,Q12,-350343,-350050
78,184,7,Q13,-349954,-349663
78,184,8,R14,-267943,-267801
78,184,8,R15,-267749,-267607
78,185,6,P10,-477699,-477081
78,185,6,P11,-476830,-476218
78,185,7,Q12,-350345,-350051
78,185,7,Q13,-349956,-349664
78,185,8,R14,-267944,-267802
78,185,8,R15,-267749,-267607
78,186,6,P10,-477701,-477083
78,186,6,P11,-476832,-476219
78,186,7,Q12,-350346,-350053
78,186,7,Q13,-349957,-349665
78,186,8,R14,-267945,-267803
78,186,8,R15,-267750,-267608
78,187,6,P10,-477702,-477084
78,187,6,P11,-476833,-476221
78,187,7,Q12,-350347,-350054
78,187,7,Q13,-349958,-349666
78,187,8,R14,-267946,-267803
78,187,8,R15,-267751,-267609
78,188,6,P10,-477704,-477086
78,188,6,P11,-476835,-476222
78,188,7,Q12,-350348,-350055
78,188,7,Q13,-349959,-349668
78,188,8,R14,-267947,-267804
78,188,8,R15,-267752,-267610
78,189,6,P10,-477705,-477087
78,189,6,P11,-476836,-476224
78,189,7,Q12,-350349,-350056
78,189,7,Q13,-349960,-349669
78,189,8,R14,-267948,-267805
78,189,8,R15,-267753,-267611
78,190,6,P10,-477707,-477089
78,190,6,P11,-476838,-476225
78,190,7,Q12,-350350,-350057
78,190,7,Q13,-349961,-349670
78,190,8,R14,-267949,-267806
78,190,8,R15,-267754,-267612
78,191,6,P10,-477708,-477090
78,191,6,P11,-476839,-476227
78,191,7,Q12,-350351,-350058
78,191,7,Q13,-349962,-349671
78,191,8,R14,-267950,-267807
78,191,8,R15,-267755,-267613
78,192,6,P10,-477710,-477092
78,192,6,P11,-476841,-476228
78,192,7,Q12,-350352,-350059
78,192,7,Q13,-349963,-349672
78,192,8,R14,-267950,-267808
78,192,8,R15,-267755,-267613
78,193,6,P10,-477711,-477093
78,193,6,P11,-476842,-476230
78,193,7,Q12,-350353,-350060
78,193,7,Q13,-349964,-349673
78,193,8,R14,-267951,-267809
78,193,8,R15,-267756,-267614
78,194,6,P10,-477713,-477095
78,194,6,P11,-476844,-476231
78,194,7,Q12,-350354,-350061
78,194,7,Q13,-349965,-349674
78,194,8,R14,-267952,-267809
78,194,8,R15,-267757,-267615
78,195,6,P10,-477714,-477096
78,195,6,P11,-476845,-476233
78,195,7,Q12,-350356,-350062
78,195,7,Q13,-349967,-349675
78,195,8,R14,-267953,-267810
78,195,8,R15,-267758,-267616
78,196,6,P10,-477715,-477097
78,196,6,P11,-476847,-476234
78,196,7,Q12,-350357,-350063
78,196,7,Q13,-349968,-349676
78,196,8,R14,-267954,-267811
78,196,8,R15,-267759,-267617
78,198,6,P10,-477718,-477100
78,198,6,P11,-476849,-476237
78,198,7,Q12,-350359,-350066
78,198,7,Q13,-349970,-349678
78,198,8,R14,-267955,-267812
78,198,8,R15,-267760,-267618
79,183,6,P10,-490085,-489441
79,183,6,P11,-489170,-488532
79,183,7,Q12,-359414,-359108
79,183,7,Q13,-359005,-358700
79,183,8,R14,-274874,-274725
79,183,8,R15,-274669,-274520
79,184,6,P10,-490087,-489442
79,184,6,P11,-489172,-488534
79,184,7,Q12,-359416,-359109
79,184,7,Q13,-359006,-358702
79,184,8,R14,-274875,-274726
79,184,8,R15,-274670,-274521
79,185,6,P10,-490088,-489444
79,185,6,P11,-489174,-488535
79,185,7,Q12,-359417,-359110
79,185,7,Q13,-359007,-358703
79,185,8,R14,-274876,-274727
79,185,8,R15,-274671,-274522
79,186,6,P10,-490090,-489446
79,186,6,P11,-489175,-488537
79,186,7,Q12,-359418,-359112
79,186,7,Q13,-359009,-358704
79,186,8,R14,-274877,-274728
79,186,8,R15,-274672,-274523
79,187,6,P10,-490091,-489447
79,187,6,P11,-489177,-488538
79,187,7,Q12,-359419,-359113
79,187,7,Q13,-359010,-358705
79,187,8,R14,-274878,-274728
79,187,8,R15,-274673,-274524
79,188,6,P10,-490093,-489449
79,188,6,P11,-489178,-488540
79,188,7,Q12,-359420,-359114
79,188,7,Q13,-359011,-358706
79,188,8,R14,-274879,-274729
79,188,8,R15,-274674,-274525
79,189,6,P10,-490094,-489450
79,189,6,P11,-489180,-488541
79,189,7,Q12,-359421,-359115
79,189,7,Q13,-359012,-358707
79,189,8,R14,-274880,-274730
79,189,8,R15,-274675,-274526
79,190,6,P10,-490096,-489452
79,190,6,P11,-489181,-488543
79,190,7,Q12,-359423,-359116
79,190,7,Q13,-359013,-358709
79,190,8,R14,-274881,-274731
79,190,8,R15,-274676,-274527
79,191,6,P10,-490098,-489453
79,191,6,P11,-489183,-488545
79,191,7,Q12,-359424,-359117
79,191,7,Q13,-359014,-358710
79,191,8,R14,-274882,-274732
79,191,8,R15,-274677,-274527
79,192,6,P10,-490099,-489455
79,192,6,P11,-489185,-488546
79,192,7,Q12,-359425,-359118
79,192,7,Q13,-359015,-358711
79,192,8,R14,-274882,-274733
79,192,8,R15,-274677,-274528
79,193,6,P10,-490101,-489456
79,193,6,P11,-489186,-488548
79,193,7,Q12,-359426,-359119
79,193,7,Q13,-359017,-358712
79,193,8,R14,-274883,-274734
79,193,8,R15,-274678,-274529
79,194,6,P10,-490102,-489458
79,194,6,P11,-489188,-488549
79,194,7,Q12,-359427,-359121
79,194,7,Q13,-359018,-358713
79,194,8,R14,-274884,-274734
79,194,8,R15,-274679,-274530
79,195,6,P10,-490104,-489459
79,195,6,P11,-489189,-488551
79,195,7,Q12,-359428,-359122
79,195,7,Q13,-359019,-358714
79,195,8,R14,-274885,-274735
79,195,8,R15,-274680,-274531
79,196,6,P10,-490105,-489461
79,196,6,P11,-489190,-488552
79,196,7,Q12,-359429,-359123
79,196,7,Q13,-359020,-358715
79,196,8,R14,-274886,-274736
79,196,8,R15,-274681,-274532
79,197,6,P10,-490106,-489462
79,197,6,P11,-489192,-488553
79,197,7,Q12,-359430,-359124
79,197,7,Q13,-359021,-358716
79,197,8,R14,-274887,-274737
79,197,8,R15,-274681,-274532
79,198,6,P10,-490108,-489464
79,198,6,P11,-489193,-488555
79,198,7,Q12,-359431,-359125
79,198,7,Q13,-359022,-358717
79,198,8,R14,-274887,-274738
79,198,8,R15,-274682,-274533
79,199,6,P10,-490109,-489465
79,199,6,P11,-489195,-488556
79,199,7,Q12,-359432,-359126
79,199,7,Q13,-359023,-358718
79,199,8,R14,-274888,-274738
79,199,8,R15,-274683,-274534
80,181,6,P10,-502631,-501960
80,181,6,P11,-501669,-501004
80,181,7,Q12,-368601,-368281
80,181,7,Q13,-368171,-367852
80,181,8,R14,-281894,-281737
80,181,8,R15,-281678,-281522
80,182,6,P10,-502633,-501962
80,182,6,P11,-501671,-501006
80,182,7,Q12,-368603,-368282
80,182,7,Q13,-368172,-367854
80,182,8,R14,-281895,-281738
80,182,8,R15,-281679,-281523
80,183,6,P10,-502635,-501964
80,183,6,P11,-501673,-501008
80,183,7,Q12,-368604,-368284
80,183,7,Q13,-368173,-367855
80,183,8,R14,-281896,-281739
80,183,8,R15,-281680,-281524
80,184,6,P10,-502636,-501965
80,184,6,P11,-501674,-501009
80,184,7,Q12,-368605,-368285
80,184,7,Q13,-368174,-367856
80,184,8,R14,-281896,-281740
80,184,8,R15,-281681,-281525
80,185,6,P10,-502638,-501967
80,185,6,P11,-501676,-501011
80,185,7,Q12,-368606,-368286
80,185,7,Q13,-368176,-367857
80,185,8,R14,-281897,-281740
80,185,8,R15,-281682,-281525
80,186,6,P10,-502640,-501969
80,186,6,P11,-501678,-501013
80,186,7,Q12,-368607,-368287
80,186,7,Q13,-368177,-367858
80,186,8,R14,-281898,-281741
80,186,8,R15,-281683,-281526
80,187,6,P10,-502641,-501970
80,187,6,P11,-501679,-501014
80,187,7,Q12,-368609,-368288
80,187,7,Q13,-368178,-367860
80,187,8,R14,-281899,-281742
80,187,8,R15,-281684,-281527
80,188,6,P10,-502643,-501972
80,188,6,P11,-501681,-501016
80,188,7,Q12,-368610,-368290
80,188,7,Q13,-368179,-367861
80,188,8,R14,-281900,-281743
80,188,8,R15,-281684,-281528
80,189,6,P10,-502645,-501974
80,189,6,P11,-501683,-501018
80,189,7,Q12,-368611,-368291
80,189,7,Q13,-368180,-367862
80,189,8,R14,-281901,-281744
80,189,8,R15,-281685,-281529
80,190,6,P10,-502646,-501975
80,190,6,P11,-501684,-501019
80,190,7,Q12,-368612,-368292
80,190,7,Q13,-368182,-367863
80,190,8,R14,-281902,-281745
80,190,8,R15,-281686,-281530
80,191,6,P10,-502648,-501977
80,191,6,P11,-501686,-501021
80,191,7,Q12,-368613,-368293
80,191,7,Q13,-368183,-367864
80,191,8,R14,-281903,-281746
80,191,8,R15,-281687,-281531
80,192,6,P10,-502649,-501978
80,192,6,P11,-501687,-501022
80,192,7,Q12,-368615,-368294
80,192,7,Q13,-368184,-367866
80,192,8,R14,-281904,-281747
80,192,8,R15,-281688,-281532
80,193,6,P10,-502651,-501980
80,193,6,P11,-501689,-501024
80,193,7,Q12,-368616,-368295
80,193,7,Q13,-368185,-367867
80,193,8,R14,-281905,-281748
80,193,8,R15,-281689,-281533
80,194,6,P10,-502652,-501981
80,194,6,P11,-501690,-501025
80,194,7,Q12,-368617,-368296
80,194,7,Q13,-368186,-367868
80,194,8,R14,-281905,-281748
80,194,8,R15,-281690,-281533
80,195,6,P10,-502654,-501983
80,195,6,P11,-501692,-501027
80,195,7,Q12,-368618,-368298
80,195,7,Q13,-368187,-367869
80,195,8,R14,-281906,-281749
80,195,8,R15,-281691,-281534
80,196,6,P10,-502655,-501984
80,196,6,P11,-501693,-501028
80,196,7,Q12,-368619,-368299
80,196,7,Q13,-368188,-367870
80,196,8,R14,-281907,-281750
80,196,8,R15,-281691,-281535
80,197,6,P10,-502657,-501986
80,197,6,P11,-501695,-501030
80,197,7,Q12,-368620,-368300
80,197,7,Q13,-368189,-367871
80,197,8,R14,-281908,-281751
80,197,8,R15,-281692,-281536
80,198,6,P10,-502658,-501987
80,198,6,P11,-501696,-501031
80,198,7,Q12,-368621,-368301
80,198,7,Q13,-368190,-367872
80,198,8,R14,-281909,-281752
80,198,8,R15,-281693,-281537
80,199,6,P10,-502660,-501989
80,199,6,P11,-501698,-501033
80,199,7,Q12,-368622,-368302
80,199,7,Q13,-368192,-367873
80,199,8,R14,-281910,-281753
80,199,8,R15,-281694,-281538
80,200,6,P10,-502661,-501990
80,200,6,P11,-501699,-501034
80,200,7,Q12,-368623,-368303
80,200,7,Q13,-368193,-367874
80,200,8,R14,-281910,-281753
80,200,8,R15,-281695,-281538
80,201,6,P10,-502663,-501992
80,201,6,P11,-501701,-501036
80,201,7,Q12,-368624,-368304
80,201,7,Q13,-368194,-367875
80,201,8,R14,-281911,-281754
80,201,8,R15,-281695,-281539
80,202,6,P10,-502664,-501993
80,202,6,P11,-501702,-501037
80,202,7,Q12,-368625,-368305
80,202,7,Q13,-368195,-367876
80,202,8,R14,-281912,-281755
80,202,8,R15,-281696,-281540
80,203,6,P10,-502666,-501994
80,203,6,P11,-501703,-501038
80,203,7,Q12,-368626,-368306
80,203,7,Q13,-368196,-367877
80,203,8,R14,-281913,-281756
80,203,8,R15,-281697,-281541
80,204,6,P10,-502667,-501996
80,204,6,P11,-501705,-501040
80,204,7,Q12,-368627,-368307
80,204,7,Q13,-368197,-367878
