run,Z,A,setting,state,n,l,s,binding_eV,total_eV
I127_g0u0900,53,127,g0u0900,O8,5,4,0,-317166,1.05247e+08
I127_g0u0900,53,127,g0u0900,O9,5,4,1,-316687,1.05247e+08
I127_g0u0900,53,127,g0u0900,P10,6,5,0,-219891,1.05344e+08
I127_g0u0900,53,127,g0u0900,P11,6,5,1,-219707,1.05344e+08
I127_g0u0900,53,127,g0u0900,Q12,7,6,0,-161404,1.05403e+08
I127_g0u0900,53,127,g0u0900,Q13,7,6,1,-161321,1.05403e+08
I127_g0u0900,53,127,g0u0900,R14,8,7,0,-123507,1.05441e+08
I127_g0u0900,53,127,g0u0900,R15,8,7,1,-123466,1.05441e+08
I127_g0u1000,53,127,g0u1000,K1,1,0,1,-5.70828e+06,9.98557e+07
I127_g0u1000,53,127,g0u1000,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g0u1000,53,127,g0u1000,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g0u1000,53,127,g0u1000,M4,3,2,0,-891488,1.04673e+08
I127_g0u1000,53,127,g0u1000,M5,3,2,1,-883960,1.0468e+08
I127_g0u1000,53,127,g0u1000,N6,4,3,0,-497228,1.05067e+08
I127_g0u1000,53,127,g0u1000,N7,4,3,1,-495657,1.05068e+08
I127_g0u1000,53,127,g0u1000,O8,5,4,0,-317166,1.05247e+08
I127_g0u1000,53,127,g0u1000,O9,5,4,1,-316687,1.05247e+08
I127_g0u1000,53,127,g0u1000,P10,6,5,0,-219891,1.05344e+08
I127_g0u1000,53,127,g0u1000,P11,6,5,1,-219707,1.05344e+08
I127_g0u1000,53,127,g0u1000,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1000,53,127,g0u1000,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1000,53,127,g0u1000,R14,8,7,0,-123507,1.05441e+08
I127_g0u1000,53,127,g0u1000,R15,8,7,1,-123466,1.05441e+08
I127_g0u1100,53,127,g0u1100,K1,1,0,1,-5.70828e+06,9.98557e+07
I127_g0u1100,53,127,g0u1100,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g0u1100,53,127,g0u1100,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g0u1100,53,127,g0u1100,M4,3,2,0,-891488,1.04673e+08
I127_g0u1100,53,127,g0u1100,M5,3,2,1,-883960,1.0468e+08
I127_g0u1100,53,127,g0u1100,N6,4,3,0,-497228,1.05067e+08
I127_g0u1100,53,127,g0u1100,N7,4,3,1,-495657,1.05068e+08
I127_g0u1100,53,127,g0u1100,O8,5,4,0,-317166,1.05247e+08
I127_g0u1100,53,127,g0u1100,O9,5,4,1,-316687,1.05247e+08
I127_g0u1100,53,127,g0u1100,P10,6,5,0,-219891,1.05344e+08
I127_g0u1100,53,127,g0u1100,P11,6,5,1,-219707,1.05344e+08
I127_g0u1100,53,127,g0u1100,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1100,53,127,g0u1100,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1100,53,127,g0u1100,R14,8,7,0,-123507,1.05441e+08
I127_g0u1100,53,127,g0u1100,R15,8,7,1,-123466,1.05441e+08
I127_g0u1200,53,127,g0u1200,K1,1,0,1,-5.70828e+06,9.98557e+07
I127_g0u1200,53,127,g0u1200,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g0u1200,53,127,g0u1200,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g0u1200,53,127,g0u1200,M4,3,2,0,-891488,1.04673e+08
I127_g0u1200,53,127,g0u1200,M5,3,2,1,-883960,1.0468e+08
I127_g0u1200,53,127,g0u1200,N6,4,3,0,-497228,1.05067e+08
I127_g0u1200,53,127,g0u1200,N7,4,3,1,-495657,1.05068e+08
I127_g0u1200,53,127,g0u1200,O8,5,4,0,-317166,1.05247e+08
I127_g0u1200,53,127,g0u1200,O9,5,4,1,-316687,1.05247e+08
I127_g0u1200,53,127,g0u1200,P10,6,5,0,-219891,1.05344e+08
I127_g0u1200,53,127,g0u1200,P11,6,5,1,-219707,1.05344e+08
I127_g0u1200,53,127,g0u1200,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1200,53,127,g0u1200,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1200,53,127,g0u1200,R14,8,7,0,-123507,1.05441e+08
I127_g0u1200,53,127,g0u1200,R15,8,7,1,-123466,1.05441e+08
I127_g0u1300,53,127,g0u1300,K1,1,0,1,-5.70828e+06,9.98557e+07
I127_g0u1300,53,127,g0u1300,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g0u1300,53,127,g0u1300,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g0u1300,53,127,g0u1300,M4,3,2,0,-891488,1.04673e+08
I127_g0u1300,53,127,g0u1300,M5,3,2,1,-883960,1.0468e+08
I127_g0u1300,53,127,g0u1300,N6,4,3,0,-497228,1.05067e+08
I127_g0u1300,53,127,g0u1300,N7,4,3,1,-495657,1.05068e+08
I127_g0u1300,53,127,g0u1300,O8,5,4,0,-317166,1.05247e+08
I127_g0u1300,53,127,g0u1300,O9,5,4,1,-316687,1.05247e+08
I127_g0u1300,53,127,g0u1300,P10,6,5,0,-219891,1.05344e+08
I127_g0u1300,53,127,g0u1300,P11,6,5,1,-219707,1.05344e+08
I127_g0u1300,53,127,g0u1300,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1300,53,127,g0u1300,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1300,53,127,g0u1300,R14,8,7,0,-123507,1.05441e+08
I127_g0u1300,53,127,g0u1300,R15,8,7,1,-123466,1.05441e+08
I127_g0u1400,53,127,g0u1400,K1,1,0,1,-5.70828e+06,9.98557e+07
I127_g0u1400,53,127,g0u1400,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g0u1400,53,127,g0u1400,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g0u1400,53,127,g0u1400,M4,3,2,0,-891488,1.04673e+08
I127_g0u1400,53,127,g0u1400,M5,3,2,1,-883960,1.0468e+08
I127_g0u1400,53,127,g0u1400,N6,4,3,0,-497228,1.05067e+08
I127_g0u1400,53,127,g0u1400,N7,4,3,1,-495657,1.05068e+08
I127_g0u1400,53,127,g0u1400,O8,5,4,0,-317166,1.05247e+08
I127_g0u1400,53,127,g0u1400,O9,5,4,1,-316687,1.05247e+08
I127_g0u1400,53,127,g0u1400,P10,6,5,0,-219891,1.05344e+08
I127_g0u1400,53,127,g0u1400,P11,6,5,1,-219707,1.05344e+08
I127_g0u1400,53,127,g0u1400,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1400,53,127,g0u1400,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1400,53,127,g0u1400,R14,8,7,0,-123507,1.05441e+08
I127_g0u1400,53,127,g0u1400,R15,8,7,1,-123466,1.05441e+08
I127_g0u1500,53,127,g0u1500,K1,1,0,1,-5.70828e+06,9.98557e+07
I127_g0u1500,53,127,g0u1500,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g0u1500,53,127,g0u1500,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g0u1500,53,127,g0u1500,M4,3,2,0,-891488,1.04673e+08
I127_g0u1500,53,127,g0u1500,M5,3,2,1,-883960,1.0468e+08
I127_g0u1500,53,127,g0u1500,N6,4,3,0,-497228,1.05067e+08
I127_g0u1500,53,127,g0u1500,N7,4,3,1,-495657,1.05068e+08
I127_g0u1500,53,127,g0u1500,O8,5,4,0,-317166,1.05247e+08
I127_g0u1500,53,127,g0u1500,O9,5,4,1,-316687,1.05247e+08
I127_g0u1500,53,127,g0u1500,P10,6,5,0,-219891,1.05344e+08
I127_g0u1500,53,127,g0u1500,P11,6,5,1,-219707,1.05344e+08
I127_g0u1500,53,127,g0u1500,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1500,53,127,g0u1500,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1500,53,127,g0u1500,R14,8,7,0,-123507,1.05441e+08
I127_g0u1500,53,127,g0u1500,R15,8,7,1,-123466,1.05441e+08
I127_g0u1600,53,127,g0u1600,K1,1,0,1,-5.71099e+06,9.9853e+07
I127_g0u1600,53,127,g0u1600,L2,2,1,0,-2.04078e+06,1.03523e+08
I127_g0u1600,53,127,g0u1600,L3,2,1,1,-1.98558e+06,1.03578e+08
I127_g0u1600,53,127,g0u1600,M4,3,2,0,-891490,1.04673e+08
I127_g0u1600,53,127,g0u1600,M5,3,2,1,-883961,1.0468e+08
I127_g0u1600,53,127,g0u1600,N6,4,3,0,-497228,1.05067e+08
I127_g0u1600,53,127,g0u1600,N7,4,3,1,-495657,1.05068e+08
I127_g0u1600,53,127,g0u1600,O8,5,4,0,-317166,1.05247e+08
I127_g0u1600,53,127,g0u1600,O9,5,4,1,-316687,1.05247e+08
I127_g0u1600,53,127,g0u1600,P10,6,5,0,-219891,1.05344e+08
I127_g0u1600,53,127,g0u1600,P11,6,5,1,-219707,1.05344e+08
I127_g0u1600,53,127,g0u1600,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1600,53,127,g0u1600,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1600,53,127,g0u1600,R14,8,7,0,-123507,1.05441e+08
I127_g0u1600,53,127,g0u1600,R15,8,7,1,-123466,1.05441e+08
I127_g0u1700,53,127,g0u1700,K1,1,0,1,-5.70458e+06,9.98594e+07
I127_g0u1700,53,127,g0u1700,L2,2,1,0,-2.04019e+06,1.03524e+08
I127_g0u1700,53,127,g0u1700,L3,2,1,1,-1.98513e+06,1.03579e+08
I127_g0u1700,53,127,g0u1700,M4,3,2,0,-891486,1.04673e+08
I127_g0u1700,53,127,g0u1700,M5,3,2,1,-883959,1.0468e+08
I127_g0u1700,53,127,g0u1700,N6,4,3,0,-497228,1.05067e+08
I127_g0u1700,53,127,g0u1700,N7,4,3,1,-495657,1.05068e+08
I127_g0u1700,53,127,g0u1700,O8,5,4,0,-317166,1.05247e+08
I127_g0u1700,53,127,g0u1700,O9,5,4,1,-316687,1.05247e+08
I127_g0u1700,53,127,g0u1700,P10,6,5,0,-219891,1.05344e+08
I127_g0u1700,53,127,g0u1700,P11,6,5,1,-219707,1.05344e+08
I127_g0u1700,53,127,g0u1700,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1700,53,127,g0u1700,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1700,53,127,g0u1700,R14,8,7,0,-123507,1.05441e+08
I127_g0u1700,53,127,g0u1700,R15,8,7,1,-123466,1.05441e+08
I127_g0u1800,53,127,g0u1800,K1,1,0,1,-5.83166e+06,9.97324e+07
I127_g0u1800,53,127,g0u1800,L2,2,1,0,-2.05176e+06,1.03512e+08
I127_g0u1800,53,127,g0u1800,L3,2,1,1,-1.99392e+06,1.0357e+08
I127_g0u1800,53,127,g0u1800,M4,3,2,0,-891561,1.04672e+08
I127_g0u1800,53,127,g0u1800,M5,3,2,1,-884002,1.0468e+08
I127_g0u1800,53,127,g0u1800,N6,4,3,0,-497228,1.05067e+08
I127_g0u1800,53,127,g0u1800,N7,4,3,1,-495658,1.05068e+08
I127_g0u1800,53,127,g0u1800,O8,5,4,0,-317166,1.05247e+08
I127_g0u1800,53,127,g0u1800,O9,5,4,1,-316687,1.05247e+08
I127_g0u1800,53,127,g0u1800,P10,6,5,0,-219891,1.05344e+08
I127_g0u1800,53,127,g0u1800,P11,6,5,1,-219707,1.05344e+08
I127_g0u1800,53,127,g0u1800,Q12,7,6,0,-161404,1.05403e+08
I127_g0u1800,53,127,g0u1800,Q13,7,6,1,-161321,1.05403e+08
I127_g0u1800,53,127,g0u1800,R14,8,7,0,-123507,1.05441e+08
I127_g0u1800,53,127,g0u1800,R15,8,7,1,-123466,1.05441e+08
I127_g2u1000,53,127,g2u1000,K1,1,0,1,-5.70829e+06,9.98557e+07
I127_g2u1000,53,127,g2u1000,L2,2,1,0,-2.04053e+06,1.03523e+08
I127_g2u1000,53,127,g2u1000,L3,2,1,1,-1.98538e+06,1.03579e+08
I127_g2u1000,53,127,g2u1000,M4,3,2,0,-891488,1.04673e+08
I127_g2u1000,53,127,g2u1000,M5,3,2,1,-883960,1.0468e+08
I127_g2u1000,53,127,g2u1000,N6,4,3,0,-497228,1.05067e+08
I127_g2u1000,53,127,g2u1000,N7,4,3,1,-495657,1.05068e+08
I127_g2u1000,53,127,g2u1000,O8,5,4,0,-317166,1.05247e+08
I127_g2u1000,53,127,g2u1000,O9,5,4,1,-316687,1.05247e+08
I127_g2u1000,53,127,g2u1000,P10,6,5,0,-219891,1.05344e+08
I127_g2u1000,53,127,g2u1000,P11,6,5,1,-219707,1.05344e+08
I127_g2u1000,53,127,g2u1000,Q12,7,6,0,-161404,1.05403e+08
I127_g2u1000,53,127,g2u1000,Q13,7,6,1,-161321,1.05403e+08
I127_g2u1000,53,127,g2u1000,R14,8,7,0,-123507,1.05441e+08
I127_g2u1000,53,127,g2u1000,R15,8,7,1,-123466,1.05441e+08
Cs133_g0u0050,55,133,g0u0050,K1,1,0,1,-6.03859e+06,9.95297e+07
Cs133_g0u0050,55,133,g0u0050,L2,2,1,0,-2.1987e+06,1.0337e+08
Cs133_g0u0050,55,133,g0u0050,L3,2,1,1,-2.1366e+06,1.03432e+08
Cs133_g0u0050,55,133,g0u0050,M4,3,2,0,-961094,1.04607e+08
Cs133_g0u0050,55,133,g0u0050,M5,3,2,1,-952355,1.04616e+08
Cs133_g0u0050,55,133,g0u0050,N6,4,3,0,-535752,1.05033e+08
Cs133_g0u0050,55,133,g0u0050,N7,4,3,1,-533929,1.05034e+08
Cs133_g0u0050,55,133,g0u0050,O8,5,4,0,-341667,1.05227e+08
Cs133_g0u0050,55,133,g0u0050,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0050,55,133,g0u0050,P10,6,5,0,-236853,1.05331e+08
Cs133_g0u0050,55,133,g0u0050,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0050,55,133,g0u0050,Q12,7,6,0,-173844,1.05394e+08
Cs133_g0u0050,55,133,g0u0050,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0050,55,133,g0u0050,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0050,55,133,g0u0050,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0100,55,133,g0u0100,K1,1,0,1,-6.03906e+06,9.95292e+07
Cs133_g0u0100,55,133,g0u0100,L2,2,1,0,-2.19873e+06,1.0337e+08
Cs133_g0u0100,55,133,g0u0100,L3,2,1,1,-2.13662e+06,1.03432e+08
Cs133_g0u0100,55,133,g0u0100,M4,3,2,0,-961096,1.04607e+08
Cs133_g0u0100,55,133,g0u0100,M5,3,2,1,-952357,1.04616e+08
Cs133_g0u0100,55,133,g0u0100,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0100,55,133,g0u0100,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0100,55,133,g0u0100,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0100,55,133,g0u0100,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0100,55,133,g0u0100,P10,6,5,0,-236853,1.05331e+08
Cs133_g0u0100,55,133,g0u0100,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0100,55,133,g0u0100,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0100,55,133,g0u0100,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0100,55,133,g0u0100,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0100,55,133,g0u0100,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0150,55,133,g0u0150,K1,1,0,1,-6.03914e+06,9.95291e+07
Cs133_g0u0150,55,133,g0u0150,L2,2,1,0,-2.19873e+06,1.0337e+08
Cs133_g0u0150,55,133,g0u0150,L3,2,1,1,-2.13662e+06,1.03432e+08
Cs133_g0u0150,55,133,g0u0150,M4,3,2,0,-961096,1.04607e+08
Cs133_g0u0150,55,133,g0u0150,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0150,55,133,g0u0150,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0150,55,133,g0u0150,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0150,55,133,g0u0150,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0150,55,133,g0u0150,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0150,55,133,g0u0150,P10,6,5,0,-236853,1.05331e+08
Cs133_g0u0150,55,133,g0u0150,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0150,55,133,g0u0150,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0150,55,133,g0u0150,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0150,55,133,g0u0150,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0150,55,133,g0u0150,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0200,55,133,g0u0200,K1,1,0,1,-6.03917e+06,9.95291e+07
Cs133_g0u0200,55,133,g0u0200,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0200,55,133,g0u0200,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0200,55,133,g0u0200,M4,3,2,0,-961096,1.04607e+08
Cs133_g0u0200,55,133,g0u0200,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0200,55,133,g0u0200,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0200,55,133,g0u0200,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0200,55,133,g0u0200,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0200,55,133,g0u0200,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0200,55,133,g0u0200,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0200,55,133,g0u0200,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0200,55,133,g0u0200,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0200,55,133,g0u0200,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0200,55,133,g0u0200,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0200,55,133,g0u0200,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0250,55,133,g0u0250,K1,1,0,1,-6.03918e+06,9.95291e+07
Cs133_g0u0250,55,133,g0u0250,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0250,55,133,g0u0250,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0250,55,133,g0u0250,M4,3,2,0,-961096,1.04607e+08
Cs133_g0u0250,55,133,g0u0250,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0250,55,133,g0u0250,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0250,55,133,g0u0250,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0250,55,133,g0u0250,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0250,55,133,g0u0250,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0250,55,133,g0u0250,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0250,55,133,g0u0250,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0250,55,133,g0u0250,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0250,55,133,g0u0250,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0250,55,133,g0u0250,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0250,55,133,g0u0250,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0300,55,133,g0u0300,K1,1,0,1,-6.03919e+06,9.95291e+07
Cs133_g0u0300,55,133,g0u0300,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0300,55,133,g0u0300,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0300,55,133,g0u0300,M4,3,2,0,-961096,1.04607e+08
Cs133_g0u0300,55,133,g0u0300,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0300,55,133,g0u0300,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0300,55,133,g0u0300,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0300,55,133,g0u0300,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0300,55,133,g0u0300,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0300,55,133,g0u0300,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0300,55,133,g0u0300,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0300,55,133,g0u0300,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0300,55,133,g0u0300,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0300,55,133,g0u0300,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0300,55,133,g0u0300,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0350,55,133,g0u0350,K1,1,0,1,-6.03919e+06,9.95291e+07
Cs133_g0u0350,55,133,g0u0350,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0350,55,133,g0u0350,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0350,55,133,g0u0350,M4,3,2,0,-961097,1.04607e+08
Cs133_g0u0350,55,133,g0u0350,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0350,55,133,g0u0350,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0350,55,133,g0u0350,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0350,55,133,g0u0350,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0350,55,133,g0u0350,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0350,55,133,g0u0350,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0350,55,133,g0u0350,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0350,55,133,g0u0350,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0350,55,133,g0u0350,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0350,55,133,g0u0350,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0350,55,133,g0u0350,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0400,55,133,g0u0400,K1,1,0,1,-6.03919e+06,9.95291e+07
Cs133_g0u0400,55,133,g0u0400,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0400,55,133,g0u0400,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0400,55,133,g0u0400,M4,3,2,0,-961097,1.04607e+08
Cs133_g0u0400,55,133,g0u0400,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0400,55,133,g0u0400,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0400,55,133,g0u0400,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0400,55,133,g0u0400,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0400,55,133,g0u0400,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0400,55,133,g0u0400,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0400,55,133,g0u0400,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0400,55,133,g0u0400,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0400,55,133,g0u0400,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0400,55,133,g0u0400,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0400,55,133,g0u0400,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0450,55,133,g0u0450,K1,1,0,1,-6.03919e+06,9.95291e+07
Cs133_g0u0450,55,133,g0u0450,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0450,55,133,g0u0450,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0450,55,133,g0u0450,M4,3,2,0,-961097,1.04607e+08
Cs133_g0u0450,55,133,g0u0450,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0450,55,133,g0u0450,N6,4,3,0,-535753,1.05033e+08
Cs133_g0u0450,55,133,g0u0450,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0450,55,133,g0u0450,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0450,55,133,g0u0450,O9,5,4,1,-341112,1.05227e+08
Cs133_g0u0450,55,133,g0u0450,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0450,55,133,g0u0450,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0450,55,133,g0u0450,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0450,55,133,g0u0450,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0450,55,133,g0u0450,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0450,55,133,g0u0450,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0500,55,133,g0u0500,K1,1,0,1,-6.0392e+06,9.95291e+07
Cs133_g0u0500,55,133,g0u0500,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0500,55,133,g0u0500,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0500,55,133,g0u0500,M4,3,2,0,-961097,1.04607e+08
Cs133_g0u0500,55,133,g0u0500,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0500,55,133,g0u0500,N6,4,3,0,-535754,1.05033e+08
Cs133_g0u0500,55,133,g0u0500,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0500,55,133,g0u0500,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0500,55,133,g0u0500,O9,5,4,1,-341113,1.05227e+08
Cs133_g0u0500,55,133,g0u0500,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0500,55,133,g0u0500,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0500,55,133,g0u0500,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0500,55,133,g0u0500,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0500,55,133,g0u0500,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0500,55,133,g0u0500,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0550,55,133,g0u0550,K1,1,0,1,-6.0392e+06,9.95291e+07
Cs133_g0u0550,55,133,g0u0550,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0550,55,133,g0u0550,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0550,55,133,g0u0550,M4,3,2,0,-961097,1.04607e+08
Cs133_g0u0550,55,133,g0u0550,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0550,55,133,g0u0550,N6,4,3,0,-535754,1.05033e+08
Cs133_g0u0550,55,133,g0u0550,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0550,55,133,g0u0550,O8,5,4,0,-341668,1.05227e+08
Cs133_g0u0550,55,133,g0u0550,O9,5,4,1,-341113,1.05227e+08
Cs133_g0u0550,55,133,g0u0550,P10,6,5,0,-236854,1.05331e+08
Cs133_g0u0550,55,133,g0u0550,P11,6,5,1,-236640,1.05332e+08
Cs133_g0u0550,55,133,g0u0550,Q12,7,6,0,-173845,1.05394e+08
Cs133_g0u0550,55,133,g0u0550,Q13,7,6,1,-173749,1.05395e+08
Cs133_g0u0550,55,133,g0u0550,R14,8,7,0,-133022,1.05435e+08
Cs133_g0u0550,55,133,g0u0550,R15,8,7,1,-132974,1.05435e+08
Cs133_g0u0600,55,133,g0u0600,K1,1,0,1,-6.0392e+06,9.95291e+07
Cs133_g0u0600,55,133,g0u0600,L2,2,1,0,-2.19874e+06,1.0337e+08
Cs133_g0u0600,55,133,g0u0600,L3,2,1,1,-2.13663e+06,1.03432e+08
Cs133_g0u0600,55,133,g0u0600,M4,3,2,0,-961097,1.04607e+08
Cs133_g0u0600,55,133,g0u0600,M5,3,2,1,-952358,1.04616e+08
Cs133_g0u0600,55,133,g0u0600,N6,4,3,0,-535754,1.05033e+08
Cs133_g0u0600,55,133,g0u0600,N7,4,3,1,-533930,1.05034e+08
Cs133_g0u0600,55,133,g0u0600,O8,5,4,0,-341668,1.05227e+08
